FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
IMU3, 14677881, -0.01325131, -0.0542472, 0.001241528, -0.1672649, -0.1576813, -9.933885, 0, 0, 34.79358, 1, 1, 7779, 3889
ATT, 14680815, 0, 1.53, 0, 0.18, 248.84, 248.84, 0, 0
RATE, 14680829, -6.889632, -0.7972227, -0.009962489, -0.8175051, -3.280907, 0.0006995859, 0.01100607, 0.0121612, 9.77884E-05, 0, 3.146935, 0
NKF1, 14680846, 1.53, 0.18, 248.83, 7.371567E-05, -0.005145628, -0.06108496, -0.07281816, 0, 0, -1.166973, 0.01, -0.02, -0.05, 0
NKF2, 14680846, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 14680846, 0, 0, 0, 0, 0, 0.02, 0, 0, 0, -0.19, 0
NKF4, 14680846, 0, 0, 0, 0, 0, 1.171961E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 14680846, 0, 0, 0, 0, 1.28, 0.13, 0, 0, 0.5, 0.0008287763, 0.002378699, 0.00772882
NKQ1, 14680846, 0.565219, 0.004541081, -0.005601096, -0.8249093
NKF6, 14680846, -0.39, -0.71, 248.98, -0.02411916, 0.008814559, -0.06707853, -0.05326856, 0, 0, -1.17335, -0.1, 0.07, -0.03, 0
NKF7, 14680846, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 14680846, 0, 0, 0, -0.01, 0, -0.04, 0, 0, 0, -0.19, 0
NKF9, 14680846, 0, 0, 0, 0, 0, 0.0001194205, 0, 0, 0, 19, 165, 0, 0
NKQ2, 14680846, 0.5661974, -0.01146577, 0.003828309, -0.8241811
NK11, 14680846, 1.57, -1.22, 246.66, -0.02349922, -0.04685616, -0.06938392, -0.05734875, 0, 0, -1.181399, 0, 0, -0.04, 0
NK12, 14680846, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 14680846, 0, 0, 0, 0, 0, -0.02, 0, 0, 0, -0.14, 0
NK14, 14680846, 0, 0, 0, 0, 0, 1.15194E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 14680846, 0.5495003, -0.005620284, -0.0127414, -0.8353775
AHR2, 14681343, 1.47, 0.22, 249.09, 1.15, 53.0134734, 20.9298615, 0.5669988, 0.00890004, -0.009514449, -0.8236156
POS, 14681416, 53.0134734, 20.9298615, 1.15, 1.15928, 1.166973
RCIN, 14681552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 14681566, 1514, 1377, 1545, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 14681581, 0.161377, 0.1009895, 0.1650264, 0, 0, 0
CTRL, 14681596, 0, 0, 0, 0, 0
HELI, 14681619, 0, 0, 0, 0
IMU, 14718199, -0.007538744, -0.04735845, -0.002188212, 0.01291537, -0.09111419, -9.613508, 0, 0, 37.18357, 1, 1, 7999, 3999
IMU2, 14718199, -0.01054147, -0.05065433, 0.001108823, -0.1637012, 0.167187, -10.05159, 0, 0, 0, 1, 1, 730, 888
IMU3, 14718199, -0.006985445, -0.04453924, -0.0006137061, -0.2097571, -0.1008782, -9.8444, 0, 0, 34.79487, 1, 1, 7779, 3889
IMU, 14758192, -0.0001889465, -0.01054351, -0.001345513, -0.05242297, -0.1359359, -9.632097, 0, 0, 37.18687, 1, 1, 7999, 3999
IMU2, 14758192, -0.005211432, -0.002935609, 0.001091525, -0.194415, 0.1241661, -10.08979, 0, 0, 0, 1, 1, 730, 888
IMU3, 14758192, 0.0001427824, -0.009737332, -6.530765E-06, -0.2901903, -0.1457505, -9.924068, 0, 0, 34.79617, 1, 1, 7779, 3889
BAT, 14777208, 0.5639648, 0.5670342, 0.7710205, 1.951731, 0.00110331, 0, 0.003980917
POWR, 14777226, 4.775977, 0.026, 4, 2
MAG, 14777264, 47, 148, 484, -472, 276, -249, 0, 0, 0, 1, 14777243
MAG2, 14777264, -441, 259, 706, -669, 175, 332, 0, 0, 0, 1, 14777251
MAG3, 14777264, -141, 279, 542, 177, 539, 377, 0, 0, 0, 1, 14777258
BARO, 14777609, 1.212613, 100275.5, 34.12, 0.1649888, 14777, 0, 32.95569, 1
BAR2, 14777609, 0.4491158, 100416.1, 33.44, 0.1649888, 14777, 0, 32.95569, 1
CTUN, 14777758, 0, 0, 0, 0.5, 0, 1.174258, 1.21, NaN, 0, -114.6826, 0, 6, 80
ATT, 14782131, 0, 1.5, 0, 0.03, 248.84, 248.85, 0, 0
RATE, 14782146, -6.794053, -0.1052179, -0.01008019, -0.1729979, -1.051365, 0.0004645224, 0.002350706, 0.01429295, 4.049158E-05, 0, 3.545284, 0
NKF1, 14782162, 1.5, 0.03, 248.84, 0.0007801784, -0.004741021, -0.06156328, -0.08205631, 0, 0, -1.175117, 0.01, -0.02, -0.05, 0
NKF2, 14782162, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 14782162, 0, 0, 0, 0, 0, 0.13, 0, 0, 0, 0.03, 0
NKF4, 14782162, 0, 0, 0, 0, 0, 1.130294E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 14782162, 0, 0, 0, 0, 1.3, 0.13, 0, 0, 0.5, 0.0006658944, 0.002235905, 0.003097941
NKQ1, 14782162, 0.5652544, 0.003405479, -0.006154184, -0.8248866
NKF6, 14782162, -0.41, -0.85, 248.99, -0.02567399, 0.01095107, -0.06107321, -0.06141784, 0, 0, -1.179093, -0.1, 0.07, -0.03, 0
NKF7, 14782162, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 14782162, 0, 0, 0, -0.01, 0, 0.06, 0, 0, 0, 0.03, 0
NKF9, 14782162, 0, 0, 0, 0, 0, 0.0001138134, 0, 0, 0, 19, 165, 0, 0
NKQ2, 14782162, 0.5662305, -0.01252295, 0.003303157, -0.8241452
NK11, 14782162, 1.55, -1.35, 246.66, -0.02211039, -0.04562448, -0.06837689, -0.07055353, 0, 0, -1.187817, 0, 0, -0.04, 0
NK12, 14782162, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 14782162, 0, 0, 0, 0, 0, 0.08, 0, 0, 0, 0.07, 0
NK14, 14782162, 0, 0, 0, 0, 0, 2.793882E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 14782162, 0.5495309, -0.006681786, -0.01324912, -0.8353416
AHR2, 14782797, 1.46, 0.08, 249.12, 1.21, 53.0134734, 20.9298615, 0.5672829, 0.007877021, -0.01005065, -0.823424
POS, 14782818, 53.0134734, 20.9298615, 1.21, 1.212613, 1.175117
RCIN, 14782839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 14782874, 1514, 1377, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 14783032, 0.2623311, 0.1510533, 0.20163, 0, 0, 0
CTRL, 14783047, 0, 0, 0, 0, 0
HELI, 14783070, 0, 0, 0, 0
IMU, 14799428, -0.0007585519, -0.03278087, -0.001549938, 0.009893088, -0.1277948, -9.665524, 0, 0, 37.19024, 1, 1, 7999, 3999
IMU2, 14799428, -0.0001388111, -0.02732117, -0.001958717, -0.232022, 0.1128721, -10.04126, 0, 0, 0, 1, 1, 730, 888
IMU3, 14799428, -0.001087538, -0.03183699, -0.0003802794, -0.2522542, -0.1388412, -9.897757, 0, 0, 34.79783, 1, 1, 7779, 3889
IMU, 14839443, 0.0002088219, -0.01606227, -0.0009853261, 0.04838462, -0.1509492, -9.66439, 0, 0, 37.19285, 1, 1, 7999, 3999
IMU2, 14839443, -0.005279178, -0.01932067, 0.0008180194, -0.1382559, 0.1443592, -10.25046, 0, 0, 0, 1, 1, 730, 888
IMU3, 14839443, 6.632314E-05, -0.01626968, -0.0008964486, -0.179876, -0.1619192, -9.925695, 0, 0, 34.79969, 1, 1, 7779, 3889
GPS, 14847889, 3, 393056000, 2113, 15, 0.84, 53.0134734, 20.9298614, 121.48, 0.049, 0, 0.18, 0, 1
GPA, 14847889, 1.15, 2.03, 2.97, 0.45, 0, 1, 14814, 200
BAT, 14878301, 0.5675455, 0.5706245, 0.7734375, 1.973452, 0.001115637, 0, 0.003980917
POWR, 14878450, 4.779199, 0.036, 4, 2
MAG, 14878488, 49, 157, 484, -472, 276, -249, 0, 0, 0, 1, 14878467
MAG2, 14878488, -441, 260, 706, -669, 175, 332, 0, 0, 0, 1, 14878475
MAG3, 14878488, -137, 278, 542, 177, 539, 377, 0, 0, 0, 1, 14878482
BARO, 14878609, 1.265945, 100274.9, 34.12, 0.04137065, 14878, 0, 32.95569, 1
BAR2, 14878609, 0.3480647, 100417.3, 33.45, 0.04137065, 14878, 0, 32.95569, 1
CTUN, 14878826, 0, 0, 0, 0.5, 0, 1.18514, 1.26, NaN, 0, -114.6291, 0, 6, 80
IMU, 14880556, 0.001533495, -0.02463626, 0.0007092029, -0.02468705, -0.1317205, -9.706271, 0, 0, 37.19528, 1, 1, 7999, 3999
IMU2, 14880556, -0.001414995, -0.02638785, -0.0008593741, -0.1555561, 0.2277183, -10.11181, 0, 0, 0, 1, 1, 730, 888
IMU3, 14880556, 0.000388312, -0.02465409, -0.0004393993, -0.2651981, -0.1439753, -9.941174, 0, 0, 34.80168, 1, 1, 7779, 3889
ATT, 14883271, 0, 1.5, 0, -0.08, 248.85, 248.85, 0, 0
RATE, 14883286, -6.788284, 0.1019872, -0.01027381, 0.398663, -1.239945, 0.0009447217, -0.005059717, 0.08353747, -0.0002978928, 0, 5.151081, 0
NKF1, 14883302, 1.5, -0.08, 248.84, -0.0006481717, -0.009114281, -0.06675704, -0.1172922, 0, 0, -1.18582, 0.01, -0.02, -0.05, 0
NKF2, 14883302, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 14883302, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.81, 0
NKF4, 14883302, 0, 0, 0, 0, 0, 1.11028E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 14883302, 0, 0, 0, 0, 1.3, 0.13, 0, 0, 0.5, 0.001095845, 0.0004347447, 0.002028698
NKQ1, 14883302, 0.5653154, 0.002487884, -0.006768879, -0.8248435
NKF6, 14883302, -0.41, -0.99, 249, -0.02939268, 0.009293295, -0.06260405, -0.09620673, 0, 0, -1.187419, -0.1, 0.07, -0.04, 0
NKF7, 14883302, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 14883302, 0, 0, 0, -0.01, 0, -0.07, 0, 0, 0, -0.78, 0
NKF9, 14883302, 0, 0, 0, 0, 0, 0.0001089077, 0, 0, 0, 19, 165, 0, 0
NKQ2, 14883302, 0.5663307, -0.01353476, 0.002634237, -0.8240627
NK11, 14883302, 1.55, -1.48, 246.67, -0.0232558, -0.0487856, -0.07219405, -0.1053816, 0, 0, -1.197138, 0, 0, -0.04, 0
NK12, 14883302, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 14883302, 0, 0, 0, 0, -0.01, -0.05, 0, 0, 0, -0.75, 0
NK14, 14883302, 0, 0, 0, 0, 0, 4.775699E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 14883302, 0.5495604, -0.007605803, -0.01385133, -0.8353046
AHR2, 14884064, 1.46, -0.03, 249.11, 1.26, 53.0134734, 20.9298614, 0.5671695, 0.007005003, -0.0106875, -0.823502
POS, 14884086, 53.0134734, 20.9298614, 1.26, 1.265945, 1.18582
RCIN, 14884127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 14884141, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 14884156, 0.2005522, 0.107104, 0.1551545, 0, 0, 0
CTRL, 14884172, 0, 0, 0, 0, 0
HELI, 14884195, 0, 0, 0, 0
IMU, 14920658, 0.0009541465, -0.003065544, 0.0001762483, -0.09587131, -0.1614338, -9.649127, 0, 0, 37.19751, 1, 1, 7999, 3999
IMU2, 14920658, -0.001747174, 0.000521497, -0.002907123, -0.3260408, 0.03149368, -9.959564, 0, 0, 0, 1, 1, 730, 888
IMU3, 14920658, 0.0009216892, -0.0032074, -0.0009461312, -0.3512185, -0.1634077, -9.883412, 0, 0, 34.80386, 1, 1, 7779, 3889
IMU, 14960635, -0.0008321043, -0.006217314, -0.0004389034, -0.05143446, -0.1159482, -9.599868, 0, 0, 37.20015, 1, 1, 7999, 3999
IMU2, 14960635, -0.004063678, 0.0002704065, -0.001233044, -0.3043073, 0.1060555, -10.07689, 0, 0, 0, 1, 1, 730, 888
IMU3, 14960635, -4.868811E-05, -0.006144861, 0.0003060824, -0.2770192, -0.1287219, -9.872169, 0, 0, 34.80501, 1, 1, 7779, 3889
BAT, 14979222, 0.5657552, 0.568913, 0.7680664, 1.994985, 0.00112782, 0, 0.004111428
POWR, 14979240, 4.782422, 0.021, 4, 2
MAG, 14979448, 48, 155, 483, -472, 276, -249, 0, 0, 0, 1, 14979257
MAG2, 14979448, -440, 259, 703, -669, 175, 332, 0, 0, 0, 1, 14979355
MAG3, 14979448, -136, 277, 540, 177, 539, 377, 0, 0, 0, 1, 14979442
BARO, 14979768, 1.274366, 100274.8, 34.13, 0.03912199, 14979, 0, 32.95569, 1
BAR2, 14979768, 0.3564856, 100417.2, 33.45, 0.03912199, 14979, 0, 32.95569, 1
CTUN, 14979997, 0, 0, 0, 0.5, 0, 1.19478, 1.27, NaN, 0, -114.6207, 0, 6, 80
ATT, 14984517, 0, 1.51, 0, -0.11, 248.86, 248.87, 0, 0
RATE, 14984543, -6.80811, 0.03533866, -0.0102112, 0.5123378, -0.01206746, 0.0006536709, -0.006591819, 0.03767069, -0.0001330861, 0, -2.93293, 0
NKF1, 14984559, 1.51, -0.11, 248.86, -0.000758354, -0.007269392, -0.06774048, -0.112494, 0, 0, -1.19542, 0.01, -0.02, -0.05, 0
NKF2, 14984559, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 14984559, 0, 0, 0, 0, 0, 0.03, 0, 0, 0, 0.1, 0
NKF4, 14984559, 0, 0, 0, 0, 0, 1.178439E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 14984559, 0, 0, 0, 0, 1.31, 0.13, 0, 0, 0.5, 0.0008773459, 0.0002197741, 0.001190052
NKQ1, 14984559, 0.5654227, 0.002327448, -0.006927355, -0.824769
NKF6, 14984559, -0.41, -1.01, 249.01, -0.03571409, 0.01900322, -0.05480272, -0.08587375, 0, 0, -1.1949, -0.1, 0.07, -0.03, 0
NKF7, 14984559, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 14984559, 0, 0, 0, -0.01, 0, -0.02, 0, 0, 0, 0.09, 0
NKF9, 14984559, 0, 0, 0, 0, 0, 0.0001042496, 0, 0, 0, 19, 165, 0, 0
NKQ2, 14984559, 0.5663524, -0.01364881, 0.002505464, -0.8240464
NK11, 14984559, 1.56, -1.5, 246.68, -0.02211232, -0.04582192, -0.07145046, -0.09930138, 0, 0, -1.205568, 0, 0, -0.04, 0
NK12, 14984559, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 14984559, 0, 0, 0, 0, -0.01, 0, 0, 0, 0, 0.08, 0
NK14, 14984559, 0, 0, 0, 0, 0, 6.827856E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 14984559, 0.5496464, -0.007745989, -0.01401132, -0.835244
AHR2, 14985212, 1.47, -0.04, 249.11, 1.27, 53.0134734, 20.9298614, 0.5671682, 0.006997535, -0.01081385, -0.8235013
POS, 14985234, 53.0134734, 20.9298614, 1.27, 1.274366, 1.19542
RCIN, 14985255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 14985268, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 14985284, 0.2419745, 0.09774923, 0.244942, 0, 0, 0
CTRL, 14985299, 0, 0, 0, 0, 0
HELI, 14985322, 0, 0, 0, 0
IMU, 15001445, 0.002388476, 1.304251E-05, -0.0005941598, 0.01169952, -0.1709375, -9.64744, 0, 0, 37.20287, 1, 1, 7999, 3999
IMU2, 15001445, 0.001122657, 0.003049594, 0.0007534301, -0.1687218, 0.206959, -10.02235, 0, 0, 0, 1, 1, 730, 888
IMU3, 15001445, 0.001367113, 0.0008820371, 0.0003978126, -0.2390943, -0.1758912, -9.863911, 0, 0, 34.80582, 1, 1, 7779, 3889
IMU, 15041496, 0.0004185134, -0.001984965, 0.0007728493, -0.07307984, -0.1172662, -9.65979, 0, 0, 37.20552, 1, 1, 7999, 3999
IMU2, 15041496, -0.000100828, 0.003918366, -0.0001914306, -0.2980213, 0.2151468, -10.15514, 0, 0, 0, 1, 1, 730, 888
IMU3, 15041496, 0.0003191875, -0.0004323967, 2.440792E-05, -0.3247804, -0.1203606, -9.904629, 0, 0, 34.8063, 1, 1, 7779, 3889
GPS, 15049723, 3, 393056200, 2113, 15, 0.84, 53.0134735, 20.9298616, 121.43, 0.117, 0, 0.161, 0, 1
GPA, 15049723, 1.15, 2.02, 2.94, 0.49, 0, 1, 15014, 200
BAT, 15080263, 0.5671875, 0.5705578, 0.7661865, 2.016491, 0.001140018, 0, 0.004398718
POWR, 15080282, 4.771142, 0.036, 4, 2
MAG, 15080392, 48, 150, 483, -472, 276, -249, 0, 0, 0, 1, 15080299
MAG2, 15080392, -440, 260, 705, -669, 175, 332, 0, 0, 0, 1, 15080306
MAG3, 15080392, -140, 276, 544, 177, 539, 377, 0, 0, 0, 1, 15080314
BARO, 15080775, 1.229454, 100275.3, 34.14, 0.1720381, 15080, 0, 32.95569, 1
BAR2, 15080775, 0.3733275, 100417, 33.45, 0.1720381, 15080, 0, 32.95569, 1
CTUN, 15080835, 0, 0, 0, 0.5, 0, 1.205055, 1.22, NaN, 0, -114.6656, 0, 7, 80
IMU, 15082758, -0.0007270059, -0.00210218, -0.001764215, -0.03615084, -0.1833681, -9.772111, 0, 0, 37.20892, 1, 1, 7999, 3999
IMU2, 15082758, -0.001429996, 0.006879126, 0.003508967, -0.1823485, 0.1430835, -10.08031, 0, 0, 0, 1, 1, 730, 888
IMU3, 15082758, -6.875793E-05, -0.001209242, -0.0004769499, -0.2840001, -0.1718677, -9.971542, 0, 0, 34.80699, 1, 1, 7779, 3889
ATT, 15085189, 0, 1.51, 0, -0.11, 248.88, 248.88, 0, 0
RATE, 15085204, -6.805171, -0.1080656, -0.009956285, 0.5355128, -0.2375366, 0.001552018, -0.006878241, 0.01698728, -0.000193734, 0, 3.570175, 0
NKF1, 15085220, 1.51, -0.11, 248.87, 0.0009114468, -0.004456408, -0.06953636, -0.107902, 0, 0, -1.205943, 0.01, -0.02, -0.05, 0
NKF2, 15085220, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 15085220, 0, 0, 0, 0, 0, 0.08, 0, 0, 0, -0.22, 0
NKF4, 15085220, 0, 0, 0, 0, 0, 1.272097E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 15085220, 0, 0, 0, 0, 1.32, 0.13, 0, 0, 0.5, 0.0009070936, 0.001551868, 0.003218827
NKQ1, 15085220, 0.565522, 0.002287052, -0.006948283, -0.8247008
NKF6, 15085220, -0.4, -0.99, 249.02, -0.02922128, 0.02433247, -0.05419841, -0.08339152, 0, 0, -1.202693, -0.11, 0.07, -0.04, 0
NKF7, 15085220, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 15085220, 0, 0, 0, -0.01, 0, 0.02, 0, 0, 0, -0.18, 0
NKF9, 15085220, 0, 0, 0, 0, 0, 9.987342E-05, 0, 0, 0, 19, 165, 0, 0
NKQ2, 15085220, 0.5664691, -0.01350086, 0.002481543, -0.8239686
NK11, 15085220, 1.56, -1.5, 246.69, -0.01973873, -0.04118624, -0.07224146, -0.09729486, 0, 0, -1.214889, 0, 0, -0.05, 0
NK12, 15085220, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 15085220, 0, 0, 0, 0, -0.01, 0.04, 0, 0, 0, -0.22, 0
NK14, 15085220, 0, 0, 0, 0, 0, 8.660073E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 15085220, 0.5497369, -0.007695177, -0.01399172, -0.8351853
AHR2, 15085796, 1.48, -0.03, 249.13, 1.22, 53.0134735, 20.9298616, 0.5673256, 0.007118385, -0.01084925, -0.8233914
POS, 15085818, 53.0134735, 20.9298616, 1.22, 1.229454, 1.205943
RCIN, 15085838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 15086031, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 15086052, 0.7973374, 0.165808, 0.9232295, 0, 0, 0
CTRL, 15086067, 0, 0, 0, 0, 0
HELI, 15086090, 0, 0, 0, 0
IMU, 15122339, 0.002080982, 0.02071831, -0.0008742815, 0.005426635, -0.1368855, -9.652059, 0, 0, 37.21243, 1, 1, 7999, 3999
IMU2, 15122339, -0.002655284, 0.03823302, 0.001635019, 0.1145349, 0.0869823, -10.01182, 0, 0, 0, 1, 1, 730, 888
IMU3, 15122339, 0.003376227, 0.01986788, 0.0002098251, -0.2705824, -0.1461331, -9.909903, 0, 0, 34.80799, 1, 1, 7779, 3889
IMU, 15162578, 0.002165542, 0.0141509, -0.0003592076, 0.01837272, -0.1416285, -9.64712, 0, 0, 37.21582, 1, 1, 7999, 3999
IMU2, 15162578, -0.004426492, 0.01678504, -0.0008704109, -0.2287488, 0.1557274, -10.14808, 0, 0, 0, 1, 1, 730, 888
IMU3, 15162578, 0.002422869, 0.01348855, -0.0002522023, -0.2335488, -0.1590611, -9.918294, 0, 0, 34.80951, 1, 1, 7779, 3889
BAT, 15180765, 0.5639648, 0.5673434, 0.7680664, 2.037935, 0.001152112, 0, 0.004398718
POWR, 15180783, 4.76792, 0.036, 4, 2
MAG, 15180821, 46, 152, 484, -472, 276, -249, 0, 0, 0, 1, 15180800
MAG2, 15180821, -441, 260, 707, -669, 175, 332, 0, 0, 0, 1, 15180808
MAG3, 15180821, -138, 278, 544, 177, 539, 377, 0, 0, 0, 1, 15180815
BARO, 15181072, 1.263138, 100274.9, 34.15, 0.1758965, 15181, 0, 32.95569, 1
BAR2, 15181072, 0.2357858, 100418.5, 33.46, 0.1758965, 15181, 0, 32.95569, 1
CTUN, 15181238, 0, 0, 0, 0.5, 0, 1.21689, 1.26, NaN, 0, -114.6319, 0, 7, 80
ATT, 15185679, 0, 1.51, 0, -0.09, 248.89, 248.9, 0, 0
RATE, 15185694, -6.834959, -0.03855674, -0.01013272, 0.4255246, -0.6079152, 0.001423363, -0.005447275, 0.0834812, -0.0003767532, 0, -5.310822, 0
NKF1, 15185713, 1.51, -0.09, 248.89, 0.0002690936, -0.006960226, -0.07260648, -0.1211138, 0, 0, -1.217892, 0.01, -0.02, -0.06, 0
NKF2, 15185713, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 15185713, 0, 0, 0, 0, 0, 0.07, 0, 0, 0, -0.32, 0
NKF4, 15185713, 0, 0, 0, 0, 0, 1.383422E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 15185713, 0, 0, 0, 0, 1.34, 0.13, 0, 0, 0.5, 0.0009630008, 0.002444894, 0.005667131
NKQ1, 15185713, 0.5656143, 0.002498537, -0.006871934, -0.8246375
NKF6, 15185713, -0.41, -0.96, 249.04, -0.03285961, 0.01736403, -0.05710591, -0.09996045, 0, 0, -1.212208, -0.11, 0.07, -0.04, 0
NKF7, 15185713, -29, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 15185713, 0, 0, 0, -0.01, 0, 0.01, 0, 0, 0, -0.28, 0
NKF9, 15185713, 0, 0, 0, 0, 0, 9.657347E-05, 0, 0, 0, 19, 165, 0, 0
NKQ2, 15185713, 0.5666065, -0.01332967, 0.002709848, -0.8238763
NK11, 15185713, 1.56, -1.47, 246.7, -0.01909435, -0.0406076, -0.07498193, -0.1127292, 0, 0, -1.225937, 0, 0, -0.05, 0
NK12, 15185713, -8, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 15185713, 0, 0, 0, 0, -0.01, 0.03, 0, 0, 0, -0.32, 0
NK14, 15185713, 0, 0, 0, 0, 0, 0.0001015271, 0, 0, 0, 19, 165, 0, 0
NKQ3, 15185713, 0.549821, -0.007461325, -0.01390059, -0.8351336
AHR2, 15186179, 1.48, -0.01, 249.11, 1.26, 53.0134735, 20.9298616, 0.5671681, 0.007252744, -0.01076975, -0.8234997
POS, 15186201, 53.0134735, 20.9298616, 1.26, 1.263138, 1.217892
RCIN, 15186379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 15186393, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 15186419, 0.8092591, 0.1730557, 0.7980766, 0, 0, 0
CTRL, 15186435, 0, 0, 0, 0, 0
HELI, 15186458, 0, 0, 0, 0
IMU, 15203242, -0.001787819, -0.0124071, 0.0002876435, -0.0682288, -0.1119016, -9.711824, 0, 0, 37.2186, 1, 1, 7999, 3999
IMU2, 15203242, -0.006060224, -0.006769392, -0.0009114714, -0.2106559, 0.009431348, -10.20573, 0, 0, 0, 1, 1, 730, 888
IMU3, 15203242, -0.002216234, -0.01245045, -0.0007776515, -0.3128749, -0.1341548, -9.937984, 0, 0, 34.81074, 1, 1, 7779, 3889
IMU, 15242780, -0.0001667883, 0.001067504, 0.0004520881, -0.0006758817, -0.1391605, -9.716389, 0, 0, 37.22109, 1, 1, 7999, 3999
IMU2, 15242780, -0.004092884, 0.002639003, -0.003038358, -0.213482, 0.143409, -10.05096, 0, 0, 0, 1, 1, 730, 880
IMU3, 15242780, 0.0005474454, 0.001535303, -0.0006069979, -0.2653065, -0.1447831, -9.931289, 0, 0, 34.81241, 1, 1, 7779, 3889
GPS, 15251150, 3, 393056400, 2113, 15, 0.84, 53.013474, 20.9298614, 121.51, 0.181, 0, 0.107, 0, 1
GPA, 15251150, 1.15, 2.01, 2.92, 0.56, 0, 1, 15214, 200
BAT, 15280968, 0.5639648, 0.5673457, 0.7686035, 2.05933, 0.001164178, 0, 0.004398718
POWR, 15281005, 4.78081, 0.036, 4, 2
MAG, 15281043, 49, 150, 486, -472, 276, -249, 0, 0, 0, 1, 15281022
MAG2, 15281043, -440, 259, 705, -669, 175, 332, 0, 0, 0, 1, 15281030
MAG3, 15281043, -135, 277, 541, 177, 539, 377, 0, 0, 0, 1, 15281037
BARO, 15281247, 1.072264, 100277, 34.16, -0.02079934, 15281, 0, 32.95569, 1
BAR2, 15281247, 0.07017434, 100420.4, 33.46, -0.02079934, 15281, 0, 32.95569, 1
CTUN, 15281342, 0, 0, 0, 0.5, 0, 1.229986, 1.07, NaN, 0, -114.8209, 0, 7, 80
IMU, 15283555, 0.0007128192, 7.344485E-05, -0.000581363, 0.07455721, -0.1107876, -9.777458, 0, 0, 37.22392, 1, 1, 8001, 4000
IMU2, 15283555, -0.003820772, 0.002865874, -0.0003297468, -0.177233, 0.2027147, -10.2833, 0, 0, 0, 1, 1, 728, 880
IMU3, 15283555, 0.0005059071, 0.0003930881, -0.0006308201, -0.1796979, -0.1250561, -9.977279, 0, 0, 34.81471, 1, 1, 7774, 3887
ATT, 15285747, 0, 1.51, 0, -0.12, 248.9, 248.91, 0, 0
